tract,GEOID10,link,HC01_VC05,HC01_VC113,HC01_VC115,HC01_VC117,HC01_VC121,HC01_VC28,HC01_VC36,HC01_VC41,HC01_VC42,HC01_VC43,HC01_VC44,HC01_VC50,HC01_VC51,HC01_VC52,HC01_VC53,HC01_VC54,HC01_VC55,HC01_VC56,HC01_VC57,HC01_VC58,HC01_VC59,HC01_VC60,HC01_VC61,HC01_VC62,HC01_VC67,HC01_VC68,HC01_VC69,HC01_VC85,HC01_VC86,HC01_VC89,HC01_VC99,HC03_VC05,HC03_VC13,HC03_VC156,HC03_VC28,HC03_VC41,HC03_VC42,HC03_VC43,HC03_VC44,HC03_VC45,HC03_VC50,HC03_VC51,HC03_VC52,HC03_VC53,HC03_VC54,HC03_VC55,HC03_VC56,HC03_VC57,HC03_VC58,HC03_VC59,HC03_VC60,HC03_VC61,HC03_VC62,HC03_VC67,HC03_VC68,HC03_VC69,HC03_VC75,HC03_VC76,HC03_VC77,HC03_VC78,HC03_VC79,HC03_VC80,HC03_VC81,HC03_VC82,HC03_VC83,HC03_VC84,HD01_S001,HD01_S020,HD01_S026,HD01_S045,HD01_S051,HD01_S070,HD01_S151,HD01_S169,HD01_S170,HD01_S171,HD01_S180,HD01_S181,HD01_S184,HD02_S026,HD02_S051,HD02_S151,HD02_S170,HD02_S171,HD02_S180,HD02_S181,HD02_S184
Census Tract 165,6075016500,http://en.wikipedia.org/wiki/Panhandle_(San_Francisco),3460.0,133847.0,52330.0,1419.0,49927.0,3209.0,28.8,2101.0,400.0,452.0,157.0,0.0,107.0,174.0,16.0,182.0,87.0,152.0,304.0,928.0,543.0,324.0,254.0,138.0,2723.0,294.0,192.0,84125.0,106450.0,114574.0,65.0,79.1,7.3,2.6,3209.0,65.5,12.5,14.1,4.9,3.1,0.0,3.3,5.4,0.5,5.7,2.7,4.7,9.5,28.9,16.9,10.1,7.9,4.3,84.9,9.2,6.0,4.9,6.0,9.5,4.1,9.6,13.6,11.6,14.3,10.2,16.3,5083.0,34.7,2387.0,35.9,2696.0,33.3,740.0,2483.0,2344.0,139.0,2344.0,596.0,1748.0,47.0,53.0,31.6,94.4,5.6,100.0,25.4,74.6
Census Tract 164,6075016400,http://en.wikipedia.org/wiki/Panhandle_(San_Francisco),2640.0,164947.0,52758.0,1429.0,52409.0,2414.0,30.1,1590.0,241.0,514.0,109.0,0.0,40.0,222.0,37.0,173.0,96.0,158.0,200.0,648.0,537.0,178.0,176.0,54.0,2167.0,294.0,58.0,72608.0,99753.0,105448.0,49.0,77.6,4.6,0.0,2414.0,63.1,9.6,20.4,4.3,2.6,0.0,1.6,8.8,1.5,6.9,3.8,6.3,7.9,25.7,21.3,7.1,7.0,2.1,86.0,11.7,2.3,5.4,3.2,6.7,5.6,10.2,23.3,8.0,17.6,8.7,11.4,3778.0,33.4,1997.0,34.1,1781.0,32.6,432.0,1951.0,1811.0,140.0,1811.0,355.0,1456.0,52.9,47.1,23.9,92.8,7.2,100.0,19.6,80.4
Census Tract 163,6075016300,"http://en.wikipedia.org/wiki/Lower_Haight,_San_Francisco,_California",3105.0,111745.0,41478.0,1342.0,36732.0,2583.0,29.4,1502.0,429.0,531.0,35.0,0.0,35.0,118.0,20.0,143.0,219.0,211.0,118.0,493.0,817.0,396.0,96.0,47.0,1946.0,565.0,202.0,71250.0,88404.0,92489.0,90.0,73.9,12.6,7.4,2583.0,55.4,15.8,19.6,1.3,8.0,0.0,1.3,4.3,0.7,5.3,8.1,7.8,4.3,18.2,30.1,14.6,3.5,1.7,71.7,20.8,7.4,7.8,5.8,10.4,5.6,8.9,13.5,15.8,18.4,4.7,9.2,4293.0,33.5,2285.0,34.7,2008.0,32.5,548.0,2185.0,2047.0,138.0,2047.0,354.0,1693.0,53.2,46.8,26.8,93.7,6.3,100.0,17.3,82.7
Census Tract 161,6075016100,"http://en.wikipedia.org/wiki/Alamo_Square,_San_Francisco",1777.0,61200.0,23735.0,1692.0,32996.0,1554.0,25.8,704.0,410.0,450.0,38.0,0.0,58.0,24.0,0.0,128.0,34.0,53.0,217.0,339.0,453.0,112.0,146.0,78.0,1339.0,212.0,91.0,20438.0,41786.0,61124.0,142.0,43.8,7.6,3.6,1554.0,42.9,25.0,27.4,2.3,2.4,0.0,3.5,1.5,0.0,7.8,2.1,3.2,13.2,20.6,27.6,6.8,8.9,4.8,81.5,12.9,5.5,11.4,26.2,21.1,6.3,7.2,12.6,4.0,6.1,1.3,3.8,5366.0,43.1,2371.0,38.8,2995.0,47.1,1089.0,2873.0,2756.0,117.0,2756.0,196.0,2560.0,44.2,55.8,39.5,95.9,4.1,100.0,7.1,92.9
Census Tract 160,6075016000,http://en.wikipedia.org/wiki/Neighborhoods_in_San_Francisco#Cathedral_Hill,1540.0,108988.0,50542.0,1218.0,52157.0,1382.0,32.7,927.0,114.0,339.0,64.0,0.0,101.0,34.0,18.0,192.0,61.0,143.0,151.0,369.0,162.0,155.0,8.0,82.0,1185.0,180.0,111.0,61675.0,73146.0,79583.0,0.0,69.5,4.2,7.6,1382.0,62.8,7.7,23.0,4.3,2.2,0.0,6.8,2.3,1.2,13.0,4.1,9.7,10.2,25.0,11.0,10.5,0.5,5.6,80.3,12.2,7.5,5.3,4.7,8.9,4.4,14.8,22.0,11.8,21.8,3.3,3.1,2465.0,44.3,1343.0,44.0,1122.0,46.0,365.0,1847.0,1633.0,214.0,1633.0,400.0,1233.0,54.5,45.5,22.4,88.4,11.6,100.0,24.5,75.5
Census Tract 159,6075015900,"http://en.wikipedia.org/wiki/Lower_Pacific_Heights,_San_Francisco,_California",2181.0,71626.0,34914.0,1331.0,31416.0,2066.0,29.0,892.0,383.0,548.0,21.0,0.0,21.0,263.0,35.0,231.0,87.0,32.0,170.0,341.0,301.0,315.0,150.0,120.0,1707.0,287.0,72.0,39453.0,64850.0,74779.0,33.0,57.8,5.3,8.9,2066.0,43.2,18.5,26.5,1.0,10.7,0.0,1.0,12.7,1.7,11.2,4.2,1.5,8.2,16.5,14.6,15.2,7.3,5.8,82.6,13.9,3.5,20.9,2.8,10.3,11.3,10.4,12.5,8.4,12.3,5.9,5.3,4350.0,37.4,2089.0,35.8,2261.0,39.6,805.0,2413.0,2285.0,128.0,2285.0,556.0,1729.0,48.0,52.0,35.2,94.7,5.3,100.0,24.3,75.7
Census Tract 157,6075015700,http://en.wikipedia.org/wiki/Panhandle_(San_Francisco),4427.0,148129.0,38746.0,1487.0,35619.0,3923.0,25.3,2102.0,407.0,1367.0,189.0,13.0,63.0,193.0,106.0,396.0,113.0,86.0,370.0,841.0,1287.0,258.0,330.0,127.0,3351.0,513.0,319.0,90035.0,114930.0,121494.0,44.0,62.3,5.5,0.9,3923.0,50.3,9.7,32.7,4.5,2.8,0.3,1.5,4.6,2.5,9.5,2.7,2.1,8.8,20.1,30.8,6.2,7.9,3.0,80.1,12.3,7.6,10.0,4.5,2.1,0.8,7.2,8.2,21.8,16.9,12.6,16.0,7832.0,27.6,3523.0,29.9,4309.0,25.2,876.0,2754.0,2575.0,179.0,2575.0,840.0,1735.0,45.0,55.0,34.0,93.5,6.5,100.0,32.6,67.4
Census Tract 156,6075015600,"http://en.wikipedia.org/wiki/Lone_Mountain,_San_Francisco,_California",1978.0,126581.0,44161.0,746.0,43993.0,1768.0,28.7,1206.0,197.0,363.0,21.0,0.0,18.0,27.0,57.0,150.0,58.0,78.0,247.0,357.0,633.0,191.0,23.0,50.0,1495.0,236.0,133.0,75236.0,95992.0,97197.0,39.0,81.3,4.5,2.3,1768.0,63.8,10.4,19.2,1.1,5.4,0.0,1.0,1.4,3.0,7.9,3.1,4.1,13.1,18.9,33.5,10.1,1.2,2.6,79.1,12.5,7.0,5.9,2.9,7.3,2.8,10.1,20.6,11.7,20.8,7.2,10.5,2728.0,34.7,1315.0,35.3,1413.0,34.1,499.0,1400.0,1272.0,128.0,1272.0,425.0,847.0,48.2,51.8,39.2,90.9,9.1,100.0,33.4,66.6
Census Tract 155,6075015500,"http://en.wikipedia.org/wiki/Anza_Vista,_San_Francisco",1627.0,70757.0,40384.0,1596.0,41854.0,1473.0,27.2,822.0,222.0,258.0,119.0,0.0,3.0,39.0,0.0,106.0,44.0,335.0,103.0,315.0,258.0,176.0,97.0,19.0,1327.0,107.0,61.0,48058.0,68201.0,75570.0,105.0,42.6,8.1,1.8,1473.0,55.0,14.8,17.3,8.0,4.9,0.0,0.2,2.6,0.0,7.1,2.9,22.4,6.9,21.1,17.3,11.8,6.5,1.3,88.8,7.2,4.1,13.7,11.3,9.5,5.2,12.3,12.0,15.4,13.0,2.8,4.8,3622.0,45.7,1523.0,39.8,2099.0,53.3,533.0,2441.0,2176.0,265.0,2176.0,264.0,1912.0,42.0,58.0,24.5,89.1,10.9,100.0,12.1,87.9
Census Tract 154,6075015400,"http://en.wikipedia.org/wiki/Lone_Mountain,_San_Francisco,_California",3516.0,197622.0,66984.0,1993.0,68135.0,3182.0,28.2,2108.0,230.0,715.0,147.0,0.0,100.0,193.0,69.0,210.0,78.0,237.0,333.0,713.0,858.0,204.0,224.0,90.0,2422.0,488.0,381.0,82313.0,122027.0,126424.0,32.0,70.6,5.9,1.5,3182.0,63.7,7.0,21.6,4.4,3.3,0.0,3.0,5.8,2.1,6.3,2.4,7.2,10.1,21.5,25.9,6.2,6.8,2.7,73.2,14.7,11.5,3.2,3.0,8.9,6.0,11.0,15.0,11.1,15.2,14.1,12.4,5621.0,37.7,2619.0,37.6,3002.0,37.8,1107.0,3088.0,2839.0,249.0,2839.0,853.0,1986.0,46.6,53.4,39.0,91.9,8.1,100.0,30.0,70.0
Census Tract 153,6075015300,http://www.sfgate.com/neighborhoods/sf/pacificheights/,1561.0,281137.0,74232.0,615.0,48793.0,1409.0,31.9,850.0,146.0,326.0,75.0,0.0,85.0,57.0,91.0,180.0,37.0,39.0,120.0,390.0,186.0,104.0,123.0,25.0,1164.0,190.0,83.0,86094.0,156649.0,122515.0,0.0,78.4,7.9,0.0,1409.0,59.2,10.2,22.7,5.2,2.8,0.0,5.9,4.0,6.3,12.5,2.6,2.7,8.4,27.1,12.9,7.2,8.6,1.7,81.0,13.2,5.8,2.3,4.2,12.8,6.5,5.5,14.1,15.4,13.6,9.5,16.1,2040.0,35.6,966.0,36.6,1074.0,35.1,312.0,1051.0,957.0,94.0,957.0,330.0,627.0,47.4,52.6,32.6,91.1,8.9,100.0,34.5,65.5
Census Tract 152,6075015200,http://www.sfgate.com/neighborhoods/sf/pacificheights/,2532.0,197058.0,65377.0,1849.0,57500.0,2394.0,31.6,1471.0,179.0,685.0,111.0,0.0,56.0,43.0,49.0,193.0,67.0,203.0,286.0,749.0,510.0,164.0,75.0,69.0,2091.0,231.0,142.0,55924.0,100875.0,123757.0,15.0,71.5,2.7,2.9,2394.0,59.7,7.3,27.8,4.5,0.7,0.0,2.3,1.7,2.0,7.8,2.7,8.2,11.6,30.4,20.7,6.7,3.0,2.8,84.9,9.4,5.8,8.0,11.1,4.9,12.4,9.4,12.6,10.5,11.0,8.2,12.0,3934.0,40.0,1725.0,40.1,2209.0,40.0,574.0,2624.0,2430.0,194.0,2430.0,541.0,1889.0,43.8,56.2,23.6,92.6,7.4,100.0,22.3,77.7
Census Tract 151,6075015100,http://www.sfgate.com/neighborhoods/sf/pacificheights/,1267.0,113510.0,79155.0,1284.0,62292.0,1199.0,32.8,681.0,189.0,254.0,24.0,0.0,23.0,21.0,0.0,73.0,26.0,65.0,182.0,388.0,207.0,70.0,110.0,34.0,922.0,50.0,227.0,78774.0,107204.0,91653.0,0.0,61.3,5.4,0.0,1199.0,56.8,15.8,21.2,2.0,4.3,0.0,1.9,1.8,0.0,6.1,2.2,5.4,15.2,32.4,17.3,5.8,9.2,2.8,76.9,4.2,18.9,3.2,5.9,12.4,4.4,7.1,10.5,19.8,14.2,8.4,14.0,2493.0,45.8,1128.0,42.3,1365.0,50.3,292.0,1904.0,1655.0,249.0,1655.0,435.0,1220.0,45.2,54.8,17.6,86.9,13.1,100.0,26.3,73.7
Census Tract 135,6075013500,http://www.sfgate.com/neighborhoods/sf/pacificheights/,1825.0,217720.0,91841.0,1346.0,86641.0,1646.0,30.6,1287.0,28.0,368.0,0.0,0.0,32.0,121.0,14.0,170.0,0.0,139.0,296.0,615.0,225.0,30.0,48.0,11.0,1461.0,109.0,131.0,101028.0,137195.0,151109.0,25.0,73.0,6.8,4.7,1646.0,75.7,1.6,21.6,0.0,1.1,0.0,1.9,7.1,0.8,10.0,0.0,8.2,17.4,36.2,13.2,1.8,2.8,0.6,85.9,6.4,7.7,9.0,6.7,2.8,3.0,5.1,10.8,11.1,20.5,11.5,19.4,2556.0,37.0,1146.0,38.7,1410.0,36.2,401.0,1857.0,1622.0,235.0,1622.0,370.0,1252.0,44.8,55.2,24.7,87.3,12.7,100.0,22.8,77.2
Census Tract 134,6075013400,http://www.sfgate.com/neighborhoods/sf/pacificheights/,2337.0,278417.0,114923.0,1249.0,77201.0,2229.0,28.1,1680.0,153.0,417.0,21.0,64.0,47.0,68.0,51.0,87.0,44.0,144.0,409.0,887.0,268.0,192.0,46.0,8.0,1713.0,22.0,571.0,123462.0,206116.0,199085.0,0.0,82.3,0.9,0.0,2229.0,72.6,6.6,18.0,0.9,1.9,2.8,2.0,2.9,2.2,3.8,1.9,6.2,17.7,38.3,11.6,8.3,2.0,0.3,74.0,1.0,24.7,1.4,4.9,4.6,2.9,4.6,9.2,11.2,22.6,11.8,26.9,3599.0,36.5,1634.0,37.5,1965.0,35.5,661.0,2180.0,1979.0,201.0,1979.0,644.0,1335.0,45.4,54.6,33.4,90.8,9.2,100.0,32.5,67.5
Census Tract 133,6075013300,http://www.sfgate.com/neighborhoods/sf/pacificheights/,2021.0,323429.0,101013.0,836.0,80364.0,1925.0,26.2,1152.0,140.0,596.0,18.0,21.0,18.0,79.0,70.0,43.0,10.0,99.0,729.0,493.0,160.0,126.0,68.0,25.0,1472.0,171.0,298.0,119773.0,220455.0,197872.0,0.0,64.3,4.0,0.0,1925.0,59.4,7.2,30.7,0.9,1.8,1.1,0.9,4.1,3.6,2.2,0.5,5.1,37.6,25.4,8.2,6.5,3.5,1.3,75.8,8.8,15.4,3.8,4.7,3.0,0.6,8.4,10.7,8.3,21.4,8.7,30.5,4232.0,43.2,1898.0,42.1,2334.0,44.5,923.0,2090.0,1887.0,203.0,1887.0,869.0,1018.0,44.8,55.2,48.9,90.3,9.7,100.0,46.1,53.9
Census Tract 132,6075013200,http://sanfrancisco.about.com/od/neighborhoodprofiles/ig/sfmaps/Marina---Cow-Hollow-Map.htm,2568.0,354793.0,127132.0,1281.0,76944.0,2297.0,23.0,1811.0,68.0,446.0,36.0,0.0,65.0,136.0,73.0,142.0,37.0,149.0,727.0,539.0,243.0,43.0,65.0,166.0,1924.0,201.0,260.0,155099.0,251968.0,222643.0,0.0,64.1,7.1,0.0,2297.0,75.9,2.9,18.7,1.5,1.0,0.0,2.7,5.7,3.1,6.0,1.6,6.2,30.5,22.6,10.2,1.8,2.7,7.0,80.7,8.4,10.9,1.4,2.2,8.7,1.0,5.5,11.0,5.3,13.8,14.4,36.5,4162.0,40.4,2013.0,40.6,2149.0,40.1,858.0,2590.0,2260.0,330.0,2260.0,857.0,1403.0,48.4,51.6,38.0,87.3,12.7,100.0,37.9,62.1
Census Tract 130,6075013000,http://sanfrancisco.about.com/od/neighborhoodprofiles/ig/sfmaps/Marina---Cow-Hollow-Map.htm,2955.0,228543.0,87868.0,1717.0,71603.0,2733.0,31.9,1813.0,146.0,784.0,10.0,0.0,38.0,241.0,17.0,254.0,13.0,160.0,580.0,901.0,296.0,123.0,100.0,43.0,2408.0,114.0,244.0,95179.0,137856.0,134382.0,0.0,83.9,6.4,2.6,2733.0,65.5,5.3,28.3,0.4,0.5,0.0,1.4,8.7,0.6,9.2,0.5,5.8,21.0,32.6,10.7,4.4,3.6,1.6,87.1,4.1,8.8,5.3,1.3,8.4,4.0,5.9,16.1,9.8,15.6,17.8,15.7,4044.0,34.9,1860.0,35.4,2184.0,34.3,609.0,2678.0,2409.0,269.0,2409.0,598.0,1811.0,46.0,54.0,25.3,90.0,10.0,100.0,24.8,75.2
Census Tract 128,6075012800,http://sanfrancisco.about.com/od/neighborhoodprofiles/ig/sfmaps/Marina---Cow-Hollow-Map.htm,2875.0,197169.0,83406.0,1634.0,66746.0,2683.0,29.3,1658.0,115.0,820.0,90.0,0.0,85.0,249.0,115.0,195.0,0.0,167.0,736.0,523.0,298.0,199.0,105.0,37.0,2306.0,188.0,215.0,104801.0,142614.0,132260.0,14.0,78.5,5.8,2.7,2683.0,61.2,4.2,30.3,3.3,1.0,0.0,3.1,9.2,4.2,7.2,0.0,6.2,27.2,19.3,11.0,7.3,3.9,1.4,85.1,6.9,7.9,1.3,2.1,6.0,2.4,2.6,19.8,9.0,20.9,14.3,21.6,4106.0,36.6,1872.0,38.2,2234.0,35.1,732.0,2629.0,2363.0,266.0,2363.0,718.0,1645.0,45.6,54.4,31.0,89.9,10.1,100.0,30.4,69.6
Census Tract 127,6075012700,http://sanfrancisco.about.com/od/neighborhoodprofiles/ig/sfmaps/Marina---Cow-Hollow-Map.htm,2453.0,275411.0,102136.0,1274.0,82861.0,2311.0,31.8,1517.0,77.0,629.0,28.0,0.0,62.0,194.0,80.0,145.0,21.0,75.0,494.0,845.0,185.0,147.0,49.0,14.0,1917.0,117.0,277.0,99861.0,165000.0,160290.0,0.0,81.3,5.8,5.9,2311.0,65.6,3.3,27.2,1.2,2.6,0.0,2.7,8.4,3.5,6.3,0.9,3.2,21.4,36.6,8.0,6.4,2.1,0.6,83.0,5.1,12.0,3.1,6.8,7.1,3.6,6.5,13.1,9.9,11.6,6.0,32.3,3492.0,36.5,1607.0,37.6,1885.0,35.6,646.0,2278.0,2098.0,180.0,2098.0,555.0,1543.0,46.0,54.0,30.8,92.1,7.9,100.0,26.5,73.5
Census Tract 121,6075012100,http://www.sfgate.com/neighborhoods/sf/nobhill/,2020.0,44528.0,29366.0,1672.0,31191.0,1771.0,28.1,1019.0,321.0,423.0,40.0,0.0,31.0,21.0,21.0,203.0,61.0,83.0,120.0,526.0,314.0,307.0,91.0,25.0,1536.0,84.0,183.0,28966.0,42523.0,51950.0,18.0,68.7,10.7,5.1,1771.0,56.5,17.8,23.5,2.2,0.0,0.0,1.7,1.2,1.2,11.3,3.4,4.6,6.7,29.2,17.4,17.0,5.0,1.4,85.2,4.7,10.1,19.7,4.0,20.2,10.5,11.5,17.4,9.4,4.1,1.9,1.3,3833.0,28.6,1879.0,31.2,1954.0,27.0,311.0,2406.0,2194.0,212.0,2194.0,99.0,2095.0,49.0,51.0,14.2,91.2,8.8,100.0,4.5,95.5
Census Tract 120,6075012000,http://en.wikipedia.org/wiki/Neighborhoods_in_San_Francisco#Cathedral_Hill,2367.0,48212.0,32947.0,1973.0,32987.0,2075.0,23.5,751.0,479.0,727.0,52.0,0.0,53.0,53.0,0.0,342.0,99.0,30.0,171.0,321.0,319.0,615.0,119.0,0.0,1869.0,114.0,139.0,33703.0,47968.0,56955.0,162.0,67.9,10.4,23.9,2075.0,35.4,22.6,34.3,2.5,5.3,0.0,2.5,2.5,0.0,16.1,4.7,1.4,8.1,15.1,15.0,29.0,5.6,0.0,88.1,5.4,6.6,22.1,9.7,11.6,9.5,12.3,15.3,9.5,4.5,1.7,3.9,3833.0,36.4,2149.0,39.1,1684.0,32.6,394.0,2796.0,2546.0,250.0,2546.0,33.0,2513.0,56.1,43.9,15.5,91.1,8.9,100.0,1.3,98.7
Census Tract 118,6075011800,http://sanfrancisco.about.com/od/neighborhoodprofiles/ig/sfmaps/financial-district.htm,931.0,32698.0,17853.0,280.0,11875.0,770.0,25.1,128.0,419.0,211.0,6.0,0.0,0.0,28.0,9.0,83.0,22.0,14.0,38.0,176.0,47.0,193.0,170.0,12.0,683.0,58.0,51.0,23779.0,44174.0,56098.0,43.0,56.2,14.9,29.7,770.0,16.2,52.9,26.6,0.8,3.5,0.0,0.0,3.5,1.1,10.5,2.8,1.8,4.8,22.2,5.9,24.4,21.5,1.5,86.2,7.3,6.4,19.8,16.2,20.1,8.4,23.6,2.9,1.3,4.9,1.5,1.3,1500.0,50.3,728.0,48.3,772.0,52.4,373.0,800.0,695.0,105.0,695.0,13.0,682.0,48.5,51.5,53.7,86.9,13.1,100.0,1.9,98.1
Census Tract 117,6075011700,http://sanfrancisco.about.com/od/neighborhoodprofiles/ig/sfmaps/financial-district.htm,733.0,55747.0,27841.0,737.0,30855.0,685.0,19.1,234.0,180.0,139.0,0.0,0.0,13.0,56.0,0.0,114.0,71.0,47.0,57.0,102.0,126.0,55.0,54.0,0.0,578.0,58.0,59.0,23165.0,41735.0,56874.0,84.0,54.3,5.2,26.6,685.0,33.7,25.9,20.0,0.0,20.4,0.0,1.9,8.1,0.0,16.4,10.2,6.8,8.2,14.7,18.1,7.9,7.8,0.0,83.2,8.3,8.5,18.3,18.8,16.6,17.0,3.4,10.0,1.6,6.5,4.8,2.9,1783.0,43.6,988.0,44.3,795.0,42.4,292.0,1416.0,1012.0,404.0,1012.0,87.0,925.0,55.4,44.6,28.9,71.5,28.5,100.0,8.6,91.4
Census Tract 113,6075011300,http://www.sfgate.com/neighborhoods/sf/russianhill/,1607.0,40377.0,18501.0,783.0,18293.0,1300.0,30.9,206.0,562.0,388.0,30.0,0.0,30.0,97.0,8.0,170.0,28.0,20.0,41.0,112.0,196.0,269.0,294.0,49.0,1146.0,109.0,59.0,17165.0,39064.0,45325.0,73.0,50.2,18.2,23.6,1300.0,15.7,42.8,29.5,2.3,9.7,0.0,2.3,7.4,0.6,12.9,2.1,1.5,3.1,8.5,14.9,20.5,22.4,3.7,87.2,8.3,4.5,16.4,22.1,25.7,7.8,7.0,6.7,6.2,3.9,1.9,2.3,3143.0,51.8,1428.0,49.0,1715.0,53.9,738.0,1675.0,1527.0,148.0,1527.0,158.0,1369.0,45.4,54.6,48.3,91.2,8.8,100.0,10.3,89.7
Census Tract 112,6075011200,http://www.sfgate.com/neighborhoods/sf/nobhill/,1955.0,151421.0,69465.0,1040.0,50745.0,1680.0,24.7,1215.0,320.0,293.0,25.0,14.0,40.0,106.0,41.0,168.0,39.0,34.0,306.0,468.0,220.0,257.0,78.0,82.0,1609.0,130.0,114.0,70941.0,125684.0,121990.0,33.0,63.1,5.2,15.1,1680.0,65.6,17.3,15.8,1.3,0.0,0.8,2.2,5.7,2.2,9.1,2.1,1.8,16.5,25.3,11.9,13.9,4.2,4.4,86.8,7.0,6.2,6.3,10.3,7.3,5.5,12.2,11.9,8.3,19.6,5.5,13.1,3286.0,43.6,1559.0,43.2,1727.0,44.0,634.0,2331.0,1858.0,473.0,1858.0,440.0,1418.0,47.4,52.6,34.1,79.7,20.3,100.0,23.7,76.3
Census Tract 111,6075011100,http://www.sfgate.com/neighborhoods/sf/pacificheights/,2963.0,71447.0,41223.0,1926.0,43697.0,2822.0,26.9,1387.0,495.0,796.0,54.0,0.0,0.0,154.0,141.0,378.0,90.0,64.0,453.0,549.0,379.0,436.0,85.0,93.0,2459.0,219.0,137.0,49506.0,70126.0,76429.0,41.0,63.8,4.8,6.6,2822.0,49.1,17.5,28.2,1.9,3.2,0.0,0.0,5.5,5.0,13.4,3.2,2.3,16.1,19.5,13.4,15.5,3.0,3.3,87.1,7.8,4.9,9.8,4.8,11.6,10.4,14.0,17.7,10.1,12.3,4.3,5.0,5164.0,37.8,2711.0,38.9,2453.0,36.3,748.0,3388.0,3073.0,315.0,3073.0,236.0,2837.0,52.5,47.5,24.3,90.7,9.3,100.0,7.7,92.3
Census Tract 110,6075011000,http://www.sfgate.com/neighborhoods/sf/pacificheights/,3782.0,89988.0,40628.0,1542.0,34383.0,3469.0,28.7,1306.0,775.0,957.0,50.0,0.0,121.0,348.0,141.0,400.0,198.0,89.0,303.0,801.0,257.0,765.0,88.0,26.0,3236.0,149.0,152.0,53542.0,83809.0,78090.0,109.0,72.2,6.5,17.6,3469.0,36.9,21.9,27.1,1.4,12.7,0.0,3.4,9.8,4.0,11.3,5.6,2.5,8.6,22.6,7.3,21.6,2.5,0.7,91.5,4.2,4.3,4.6,6.4,10.4,7.6,17.8,16.1,11.9,13.9,3.5,7.9,4827.0,35.8,2270.0,37.1,2557.0,34.5,766.0,2714.0,2475.0,239.0,2475.0,357.0,2118.0,47.0,53.0,30.9,91.2,8.8,100.0,14.4,85.6
Census Tract 109,6075010900,,3335.0,159326.0,80118.0,1774.0,67574.0,3096.0,28.0,2050.0,281.0,640.0,49.0,31.0,41.0,107.0,95.0,267.0,66.0,350.0,404.0,955.0,361.0,208.0,112.0,147.0,2451.0,343.0,350.0,94063.0,134709.0,148930.0,21.0,80.3,5.7,5.0,3096.0,65.2,8.9,20.4,1.6,3.9,1.0,1.3,3.4,3.0,8.5,2.1,11.1,12.8,30.4,11.5,6.6,3.6,4.7,78.0,10.9,11.1,9.2,4.1,7.1,4.5,5.2,13.5,8.0,20.0,8.7,19.7,4320.0,36.6,2020.0,36.8,2300.0,36.3,668.0,2891.0,2628.0,263.0,2628.0,526.0,2102.0,46.8,53.2,25.4,90.9,9.1,100.0,20.0,80.0
Census Tract 108,6075010800,http://www.sfgate.com/neighborhoods/sf/russianhill/,2772.0,155722.0,66211.0,1484.0,50024.0,2326.0,26.7,1400.0,310.0,404.0,123.0,17.0,148.0,206.0,73.0,201.0,68.0,37.0,325.0,573.0,258.0,313.0,0.0,128.0,1950.0,295.0,102.0,76147.0,124245.0,130786.0,77.0,64.3,15.3,8.4,2326.0,59.7,13.2,17.2,5.2,4.7,0.7,6.3,8.8,3.1,8.6,2.9,1.6,13.8,24.4,11.0,13.3,0.0,5.5,83.1,12.6,4.3,9.6,8.9,5.3,1.6,8.6,14.5,15.1,19.2,5.8,11.3,4578.0,39.5,2113.0,38.9,2465.0,40.3,828.0,2719.0,2338.0,381.0,2338.0,546.0,1792.0,46.2,53.8,35.4,86.0,14.0,100.0,23.4,76.6
Census Tract 107,6075010700,http://www.sfgate.com/neighborhoods/sf/russianhill/,2733.0,45444.0,21204.0,1497.0,21500.0,2276.0,27.5,688.0,762.0,467.0,94.0,0.0,109.0,247.0,13.0,260.0,22.0,86.0,165.0,294.0,436.0,357.0,163.0,195.0,1868.0,337.0,142.0,22828.0,41028.0,58945.0,207.0,52.7,13.6,21.4,2276.0,29.3,32.5,19.9,4.0,14.3,0.0,4.6,10.5,0.6,11.1,0.9,3.7,7.0,12.5,18.6,15.2,6.9,8.3,79.6,14.4,6.1,20.6,19.9,13.8,11.8,8.2,8.1,6.4,5.2,3.1,2.8,5592.0,51.6,2636.0,49.4,2956.0,53.6,1298.0,3025.0,2778.0,247.0,2778.0,154.0,2624.0,47.1,52.9,46.7,91.8,8.2,100.0,5.5,94.5
Census Tract 106,6075010600,http://www.sfgate.com/neighborhoods/sf/russianhill/,2449.0,59887.0,29233.0,963.0,28182.0,2205.0,29.2,751.0,721.0,613.0,82.0,0.0,82.0,124.0,13.0,220.0,53.0,86.0,213.0,461.0,201.0,529.0,190.0,74.0,2025.0,121.0,100.0,27611.0,60353.0,72995.0,113.0,67.5,8.3,24.8,2205.0,33.4,32.1,27.3,3.7,3.5,0.0,3.7,5.5,0.6,9.8,2.4,3.8,9.5,20.5,8.9,23.6,8.5,3.3,90.2,5.4,4.5,12.7,11.8,21.3,7.3,6.5,8.0,7.8,17.9,2.2,4.4,3894.0,42.6,2133.0,41.9,1761.0,43.3,710.0,2286.0,2015.0,271.0,2015.0,182.0,1833.0,54.8,45.2,35.2,88.1,11.9,100.0,9.0,91.0
