Case Number,Pre Buyout Disclosure Date,Buyout Agreement Date,Buyout Amount,Unknown Amount,Other Consideration,Number of Tenants,Block Address,ZIP Code,Supervisor District,Analysis Neighborhood,the_geom,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,:@computed_region_fyvs_ahh9,:@computed_region_p5aj_wyqh,:@computed_region_rxqg_mtj9,:@computed_region_yftq_j783,:@computed_region_bh8s_q3mv
B162656,,8/15/16,"$5,500.00 ",FALSE,FALSE,1,700 Block of Hayes Street,94102,5,Hayes Valley,"(37.776203209424, -122.428744875404)",22,4,11,9,10,9,11,7,"28,852"
B162657,8/15/16,10/14/16,"$25,937.50 ",FALSE,FALSE,1,300 Block of Leland Avenue,94134,10,Visitacion Valley,"(37.713574775029, -122.411366670859)",75,9,9,40,39,7,8,9,309
B162662,8/15/16,10/21/16,"$16,500.00 ",FALSE,FALSE,1,2100 Block of California Street,94115,5,Pacific Heights,"(37.789374886518, -122.429717207144)",102,4,11,30,27,9,11,13,"29,490"
B162663,8/16/16,11/1/16,"$8,000.00 ",FALSE,FALSE,2,0 Block of 29th Street,94110,9,Bernal Heights,"(37.743953743371, -122.421430546192)",83,9,2,2,2,7,7,2,"28,859"
B162665,8/17/16,10/31/16,"$22,725.00 ",FALSE,FALSE,1,600 Block of Vermont Street,94107,10,Potrero Hill,"(37.761469063937, -122.404265613745)",54,2,9,26,29,3,8,10,"28,856"
B162666,8/17/16,12/29/17,"$285,000.00 ",FALSE,FALSE,1,700 Block of Green Street,94133,3,Chinatown,"(37.799306875621, -122.411052651187)",107,6,3,6,4,1,10,3,308
B162667,8/18/16,12/13/16,"$70,619.01 ",FALSE,FALSE,4,500 Block of Alvarado Street,94114,8,Noe Valley,"(37.753701722911, -122.433203209478)",84,3,5,22,22,4,5,2,"28,862"
B162673,8/19/16,10/24/16,,TRUE,FALSE,1,0 Block of Rosenkranz Street,94110,9,Bernal Heights,"(37.742010229363, -122.410752344444)",83,9,2,2,2,7,7,10,"28,859"
B162674,8/19/16,5/4/17,"$54,000.00 ",FALSE,FALSE,1,5700 Block of Geary Boulevard,94121,1,Outer Richmond,"(37.780134514595, -122.480970662876)",8,8,4,29,26,6,2,11,55
B162720,8/22/16,11/21/16,"$10,640.00 ",FALSE,FALSE,3,1500 Block of Fulton Street,94117,5,Lone Mountain/USF,"(37.776384773894, -122.442321333639)",97,7,11,18,16,5,11,15,"29,492"
B162724,8/23/16,9/26/16,"$9,000.00 ",FALSE,TRUE,3,1400 Block of Waller Street,94117,5,Haight Ashbury,"(37.768862804009, -122.447967737413)",25,7,11,3,9,5,11,15,"29,492"
B162725,8/23/16,2/24/17,"$20,000.00 ",FALSE,FALSE,1,1400 Block of Revere Avenue,94124,10,Bayview Hunters Point,"(37.73002972158, -122.387395567646)",86,2,9,1,1,3,8,10,58
B162726,8/24/16,6/30/17,"$16,762.73 ",FALSE,FALSE,2,200 Block of 3rd Avenue,94118,1,Inner Richmond,"(37.784019158162, -122.461341037155)",5,8,4,11,11,6,2,11,54
B162729,8/26/16,10/26/16,"$6,990.00 ",FALSE,TRUE,1,3500 Block of 20th Street,94110,9,Mission,"(37.758510056055, -122.4201688258)",53,3,2,20,19,4,7,2,"28,859"
B162779,8/29/16,11/23/16,"$90,000.00 ",FALSE,FALSE,2,400 Block of Belvedere Street,94117,5,Haight Ashbury,"(37.763790231353, -122.44812334762)",114,7,11,3,9,5,11,15,"29,492"
B162783,8/30/16,5/10/17,"$28,000.00 ",FALSE,FALSE,1,0 Block of Buchanan Street,94102,8,Hayes Valley,"(37.770077899098, -122.426592754518)",27,7,5,9,10,9,5,7,"28,852"
B162784,8/30/16,10/26/16,"$25,000.00 ",FALSE,FALSE,2,100 Block of Ellsworth Street,94110,9,Bernal Heights,"(37.740946075869, -122.41442704419)",83,9,2,2,2,7,7,2,"28,859"
B162785,8/30/16,11/15/16,"$24,500.00 ",FALSE,FALSE,1,400 Block of Lyon Street,94117,5,Lone Mountain/USF,"(37.774818422928, -122.442918467594)",24,7,11,18,16,5,11,15,"29,492"
B162786,8/30/16,10/13/17,"$15,000.00 ",FALSE,FALSE,1,2200 Block of Larkin Street,94109,3,Russian Hill,"(37.798371864308, -122.420498877752)",107,6,3,32,32,9,10,5,"28,858"
